TITULO,ANO,NOMES_AJUSTADOS
A NEW TECHNIQUE USING TUNNEL SHAPE INFORMATION TO IMPROVE PATH SEARCH IN DETAILED ROUTING,2018,"['FELIPE DE SOUZA MARQUES', 'LEOMAR SOARES DA ROSA JUNIOR']"
A NEW TIME SERIES FRAMEWORK FOR FOREST FIRE RISK FORECASTING AND CLASSIFICATION,2023,"['DIEGO FURTADO SILVA', 'RICARDO CERRI']"
A NEW TRANSPARENT CLOUDBASED MODEL FOR SHARING MEDICAL IMAGES WITH DATA COMPRESSION AND PROACTIVE RESOURCE ELASTICITY,2022,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA']"
A NEW USERFRIENDLY SKETCHBASED MODELING METHOD USING CONVOLUTION SURFACES,2016,"['ANSELMO ANTUNES MONTENEGRO', 'DANIELA GORSKI TREVISAN']"
A NONINTERACTIVE ONETIME PASSWORDBASED METHOD TO ENHANCE THE VAULT SECURITY,2024,"['ALTAIR OLIVO SANTIN', 'EDUARDO KUGLER VIEGAS']"
A NONINTRUSIVE AND REACTIVE ARCHITECTURE TO SUPPORT REALTIME ETL PROCESSES IN DATA WAREHOUSING ENVIRONMENTS,2022,"['VALERIA CESARIO TIMES', 'RICARDO RODRIGUES CIFERRI']"
A NONINTRUSIVE AND RECONFIGURABLE ACCESS CONTROL TO SECURE NOCS,2015,"['FERNANDO GEHM MORAES', 'CESAR AUGUSTO MISSIO MARCON']"
A NONPARAMETRIC APPROACH TO DETECT CHANGES IN AERIAL IMAGES,2015,"['WILLIAM ROBSON SCHWARTZ', 'ERICKSON RANGEL DO NASCIMENTO']"
A NOTE ON THE PAPER ETERNAL SECURITY IN GRAPHS BY GODDARD HEDETNIEMI AND HEDETNIEMI 2005,2016,"['ORLANDO LEE', 'CID CARVALHO DE SOUZA']"
A NOVA ELETRICIDADE APLICAES RISCOS E TENDNCIAS DA IA MODERNA,2023,"['JOEL LUIS CARBONERA', 'JACOB SCHARCANSKI', 'ANDRE GRAHL PEREIRA', 'ANDERSON ROCHA TAVARES', 'MARIANA RECAMONDE MENDOZA']"
A NOVEL APPROACH FOR DENSITYBASED INSTANCE SELECTION,2016,"['MARA ABEL', 'JOEL LUIS CARBONERA']"
A NOVEL APPROACH FOR EXTRACTING WELLFOUNDED ONTOLOGY VIEWS,2015,"['MARA ABEL', 'JOEL LUIS CARBONERA']"
A NOVEL APPROACH FOR THE SEGMENTATION OF BREAST THERMAL IMAGES COMBINING IMAGE PROCESSING AND COLLECTIVE INTELLIGENCE,2019,"['JOSE VITERBO FILHO', 'AURA CONCI']"
A NOVEL COMBININGBASED METHOD OF POOL GENERATION FOR ENSEMBLE REGRESSION PROBLEMS,2019,"['PAULO SALGADO GOMES DE MATTOS NETO', 'DANIEL CARVALHO DA CUNHA']"
A NOVEL COMMITTEEBASED CLUSTERING METHOD,2018,"['HELIO CORTES VIEIRA LOPES', 'SIMONE DINIZ JUNQUEIRA BARBOSA']"
A NOVEL DECENTRALIZED AND FLEXIBLE POLICY FOR FLOW MOBILITY MANAGEMENT,2020,"['LEANDRO APARECIDO VILLAS', 'RODOLFO IPOLITO MENEGUETTE']"
A NOVEL DENSITYBASED APPROACH FOR INSTANCE SELECTION,2016,"['MARA ABEL', 'JOEL LUIS CARBONERA']"
A NOVEL FRAMEWORK FOR CONTENTBASED IMAGE RETRIEVAL THROUGH RELEVANCE FEEDBACK OPTIMIZATION,2015,"['PEDRO HENRIQUE BUGATTI', 'PRISCILA TIEMI MAEDA SAITO']"
A NOVEL MECHANISM FOR MISBEHAVIOUR DETECTION IN VEHICULAR NETWORKS,2023,"['GERALDO PEREIRA ROCHA FILHO', 'RODOLFO IPOLITO MENEGUETTE']"
A NOVEL PANEL OF PLASMA PROTEINS PREDICTS PROGRESSION IN PRODROMAL ALZHEIMERS DISEASE,2022,"['ADRIANO ALONSO VELOSO', 'NIVIO ZIVIANI']"
A NOVEL PHASEBASED LOW OVERHEAD FAULT TOLERANCE APPROACH FOR VLIW PROCESSORS,2015,"['ANTONIO CARLOS SCHNEIDER BECK FILHO', 'LUIGI CARRO']"
A NOVEL PREDICTIONBASED DWBA ALGORITHM FOR NGEPON BASED CRAN FRONTHAUL,2019,"['NELSON LUIS SALDANHA DA FONSECA', 'GUSTAVO BITTENCOURT FIGUEIREDO']"
A NOVEL SELFADAPTIVE CONTENT DELIVERY PROTOCOL FOR VEHICULAR NETWORKS,2018,"['LEANDRO APARECIDO VILLAS', 'ANTONIO ALFREDO FERREIRA LOUREIRO', 'RODOLFO IPOLITO MENEGUETTE']"
A NOVEL SIMILARITY MEASURE FOR MULTIPLE ASPECT TRAJECTORY CLUSTERING,2021,"['VANIA BOGORNY', 'JONATA TYSKA CARVALHO']"
A NOVEL SIZING METHOD AIMING SECURITY AGAINST DIFFERENTIAL POWER ANALYSIS,2019,"['FELIPE DE SOUZA MARQUES', 'LEOMAR SOARES DA ROSA JUNIOR']"
A NOVEL STATISTICAL AND NEURAL NETWORK COMBINED APPROACH FOR THE CLOUD SPOT MARKET,2023,"['ALBA CRISTINA MAGALHAES ALVES DE MELO', 'GENAINA NUNES RODRIGUES']"
A NOVEL TIKHONOVLIKE REGULARIZATION APPROACH FOR THE APPLICATIONS OF INVERSE RADIATION ANALYZERS BASED ON PROMPT GAMMARAY NEUTRON ACTIVATION ANALYSIS,2016,"['SILVIO DE BARROS MELO', 'FABIANO SILVA']"
A NOVEL URBAN TRAFFIC MANAGEMENT MECHANISM BASED ON FOG,2017,"['LEANDRO APARECIDO VILLAS', 'RODOLFO IPOLITO MENEGUETTE']"
A NOVEL VOID NODE RECOVERY PARADIGM FOR LONGTERM UNDERWATER SENSOR NETWORKS,2015,"['ANTONIO ALFREDO FERREIRA LOUREIRO', 'LUIZ FILIPE MENEZES VIEIRA']"
A NOVELSIZING METHODAIMINGSECURITY AGAINSTDIFFERENTIAL POWER ANALYSIS,2019,"['FELIPE DE SOUZA MARQUES', 'LEOMAR SOARES DA ROSA JUNIOR']"
A NUDEZ COMO ESTERETIPO DE BELEZA ATRAVS DAS LENTES DO INSTAGRAM,2021,"['ANA PAULA COUTO DA SILVA', 'FABRICIO BENEVENUTO DE SOUZA']"
A ONECLASS NIDS FOR SDNBASED SCADA SYSTEMS,2016,"['JULIANO ARAUJO WICKBOLDT', 'ALBERTO EGON SCHAEFFER FILHO', 'LISANDRO ZAMBENEDETTI GRANVILLE']"
A PARALLEL HYBRID METAHEURISTIC FOR BICLUSTER EDITING,2016,"['LUIZ SATORU OCHI', 'FABIO PROTTI']"
A PARALLEL METHOD FOR ANATOMICAL STRUCTURE SEGMENTATION BASED ON 3D SEEDED REGION GROWING,2020,"['FLAVIO LUIZ SEIXAS', 'AURA CONCI']"
A PARALLEL MOTION ESTIMATION SOLUTION FOR HETEROGENEOUS SYSTEM ON CHIP,2016,"['BRUNO ZATT', 'LUCIANO VOLCAN AGOSTINI']"
A PARALLEL PROGRAMMING ASSESSMENT FOR STREAM PROCESSING APPLICATIONS ON MULTICORE SYSTEMS,2023,"['LUIZ GUSTAVO LEAO FERNANDES', 'DALVAN JAIR GRIEBLER']"
A PARAMETERIZED COMPLEXITY ANALYSIS OF THE KNOTFREE VERTEX DELETION PROBLEM,2018,"['FABIO PROTTI', 'UEVERTON DOS SANTOS SOUZA']"
A PARTICIPATORY APPROACH FOR GAME DESIGN TO SUPPORT THE LEARNING AND COMMUNICATION OF AUTISTIC CHILDREN,2015,"['DANIELA GORSKI TREVISAN', 'ESTEBAN WALTER GONZALEZ CLUA']"
A PAUSA COMO UM BIOMARCADOR NA FALA DE PACIENTES COM COVID19,2021,"['MARCELO GOMES DE QUEIROZ', 'MARCELO FINGER']"
A PENNY FOR YOUR THOUGHTS STUDENTS AND INSTRUCTORS EXPECTATIONS ABOUT LEARNING ANALYTICS IN BRAZIL,2022,"['CRISTIAN CECHINEL', 'ELAINE HARADA TEIXEIRA DE OLIVEIRA', 'RAFAEL DIAS ARAUJO']"
A PERFORMANCE ANALYSIS OF DIFFERENT MONGODB CONSISTENCY LEVELS,2023,"['VALERIA CESARIO TIMES', 'RICARDO RODRIGUES CIFERRI']"
A PERFORMANCE ANALYSIS OF HYPERLEDGER FABRIC A PERSPECTIVE OF THE ISOIEC 25010 PRODUCT QUALITY MODEL,2022,"['CRISTON PEREIRA DE SOUZA', 'EMANUEL FERREIRA COUTINHO', 'REGIS PIRES MAGALHAES', 'DAVI ROMERO DE VASCONCELOS']"
A PERFORMANCE COMPARISON OF HPC WORKLOADS ON TRADITIONAL AND CLOUDBASED HPC CLUSTERS,2023,"['MARCIO BASTOS CASTRO', 'ODORICO MACHADO MENDIZABAL']"
A PERFORMANCE EVALUATION OF SOFTWARE DEFINED NETWORKING LOAD BALANCERS IMPLEMENTATIONS,2017,"['DJAMEL FAWZI HADJ SADOK', 'KELVIN LOPES DIAS']"
A PERFORMANCE STUDY ON GPUBASED NEIGHBORHOOD SEARCH ALGORITHMS FOR VEHICLE ROUTING,2015,"['IGOR MACHADO COELHO', 'RICARDO FARIAS']"
A PERFORMANCE STUDY ON MULTI IMPROVEMENT NEIGHBORHOOD SEARCH STRATEGY,2017,"['LUIZ SATORU OCHI', 'IGOR MACHADO COELHO']"
A PERSONABASED MODELLING FOR CONTEXTUAL REQUIREMENTS,2018,"['CARINA FROTA ALVES', 'GENAINA NUNES RODRIGUES']"
A PERTURBATIVE APPROACH FOR ENHANCING THE PERFORMANCE OF TIME SERIES FORECASTING,2017,"['GERMANO CRISPIM VASCONCELOS', 'GEORGE DARMITON DA CUNHA CAVALCANTI']"
A PLACEMENTBASED PREDICTOR FOR DRVS CONSIDERING ADVANCED ROUTING CONSTRAINTS,2021,"['CRISTINA MEINHARDT', 'JOSE LUIS ALMADA GUNTZEL']"
A PLATFORM FOR INTEGRATING HETEROGENEOUS DATA AND DEVELOPING SMART CITY APPLICATIONS,2021,"['NELIO ALESSANDRO AZEVEDO CACHO', 'EVERTON RANIELLY DE SOUSA CAVALCANTE', 'THAIS VASCONCELOS BATISTA']"
A PLATFORM FOR KEYWORD SEARCH AND ITS APPLICATION FOR COVID19 PANDEMIC DATA,2021,"['LUIZ ANDRE PORTES PAES LEME', 'MARCO ANTONIO CASANOVA']"
A PLOT FROM THE STARS EDUCATIONAL GAME DEVELOPMENT FOR TEACHING BASIC MATHEMATICAL FUNCTIONS,2018,"['SEIJI ISOTANI', 'CLAUDIO FABIANO MOTTA TOLEDO']"
A PMBOK EXTENSION PROPOSAL FOR DATA VISUALIZATION IN SOFTWARE PROJECT MANAGEMENT,2021,"['DUNCAN DUBUGRAS ALCOBA RUIZ', 'RAFAEL PRIKLADNICKI']"
A POLYNOMIAL COLLOCATION METHOD FOR SINGULAR INTEGRODIFFERENTIAL EQUATIONS IN WEIGHTED SPACES,2019,"['ROSA MARIA MERI LEAO', 'JOSE ALBERTO CUMINATO']"
A POTHOLE WARNING SYSTEM USING VEHICULAR ADHOC NETWORKS VANETS,2022,"['DANIEL MACEDO BATISTA', 'KELLY ROSA BRAGHETTO']"
A POWEREFFICIENT AND HIGHTHROUGHPUT HARDWARE DESIGN FOR 3DHEVC DISPARITY ESTIMATION,2018,"['BRUNO ZATT', 'LUCIANO VOLCAN AGOSTINI']"
A POWEREFFICIENT KERNEL CONFIGURABLE GAUSSIAN FILTER ARCHITECTURE,2023,"['CRISTINA MEINHARDT', 'MATEUS GRELLERT DA SILVA', 'JOSE LUIS ALMADA GUNTZEL', 'ISMAEL SEIDEL']"
A PRACTICAL AND EFFECTIVE SAMPLING SELECTION STRATEGY FOR LARGE SCALE                DEDUPLICATION,2016,"['MARCOS ANDRE GONCALVES', 'RENATA DE MATOS GALANTE']"
A PRACTICAL STUDY ON WCET ESTIMATION ON MULTICORE PROCESSORS FOR AVIONICS APPLICATIONS,2016,"['FLAVIO RECH WAGNER', 'EDISON PIGNATON DE FREITAS']"
A PRACTICEINFORMED CONCEPTUAL MODEL FOR A COMBINED APPROACH OF AGILE USERCENTERED  DESIGN AND LEAN STARTUP,2020,"['RICARDO BASTOS CAVALCANTE PRUDENCIO', 'SABRINA DOS SANTOS MARCZAK']"
A PRAGMATIC APPROACH TO HIERARCHICAL CATEGORIZATION OF RESEARCH EXPERTISE IN THE PRESENCE OF SCARCE INFORMATION,2020,"['ALBERTO HENRIQUE FRADE LAENDER', 'MARCOS ANDRE GONCALVES']"
A PREDICTIVE MAINTENANCE MODEL FOR OPTIMIZING PRODUCTION SCHEDULE USING DEEP NEURAL NETWORKS,2022,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA', 'RAFAEL KUNST', 'GABRIEL DE OLIVEIRA RAMOS']"
A PREEMPTIVE FAIR SCHEDULE POLICY FOR DISCO MAPREDUCE FRAMEWORK,2016,"['ISLENE CALCIOLARI GARCIA', 'RICARDO AUGUSTO SOUZA FERNANDES']"
A PRELIMINARY ASSESSMENT OF VARIABILITY IMPLEMENTATION MECHANISMS IN SERVICEORIENTED COMPUTING,2017,"['IVAN DO CARMO MACHADO', 'EDUARDO SANTANA DE ALMEIDA']"
A PRELIMINARY COMPARISON OF USING VARIABILITY MODELING APPROACHES TO REPRESENT EXPERIMENT FAMILIES,2019,"['MARCOS KALINOWSKI', 'ALESSANDRO FABRICIO GARCIA']"
A PRELIMINARY EVALUATION OF A GAMIFICATION FRAMEWORK TO JUMP START COLLABORATION BEHAVIOR CHANGE,2017,['SABRINA DOS SANTOS MARCZAK']
A PRELIMINARY FAULT TAXONOMY FOR MULTITENANT SAAS SYSTEMS,2019,"['SIMONE DO ROCIO SENGER DE SOUZA', 'PAULO SERGIO LOPES DE SOUZA']"
A PRELIMINARY INVESTIGATION INTO USING MACHINE LEARNING ALGORITHMS TO IDENTIFY MINIMAL AND EQUIVALENT MUTANTS,2020,"['AURI MARCELO RIZZO VINCENZI', 'MARCIO EDUARDO DELAMARO']"
A PRELIMINARY STUDY OF THE ADHERENCE TO THE COMMUNICATION MATURITY MODEL IN FOUR SOFTWARE ORGANIZATIONS,2015,['SABRINA DOS SANTOS MARCZAK']
A PROBLEM ANALYSIS IN GAMEBASED STUDENT RESPONSE SYSTEM FROM UX ELEMENTS PERSPECTIVE,2023,"['CARLOS JOSE PEREIRA DE LUCENA', 'BRUNO FREITAS GADELHA']"
A PROCESS FOR CREATING KDM2PSM TRANSFORMATION ENGINES,2024,"['VALTER VIEIRA DE CAMARGO', 'FABIANO CUTIGI FERRARI']"
A PROCESS FOR REPRESENTATION OF OPENEHR ADL ARCHETYPES IN OWL ONTOLOGIES,2015,"['LETICIA MARA PERES', 'MARCOS DIDONET DEL FABRO']"
A PROCESS FOR THE REPRESENTATION OF OPENEHR ADL ARCHETYPES IN OWL ONTOLOGIES,2015,"['LETICIA MARA PERES', 'MARCOS DIDONET DEL FABRO']"
A PROCESSOR FOR IOT APPLICATIONS AN ASSESSMENT OF DESIGN SPACE AND TRADEOFFS,2016,['FABIANO PASSUELO HESSEL']
A PROFILE ANALYSIS OF THE TOP BRAZILIAN COMPUTER SCIENCE GRADUATE PROGRAMS,2017,"['ANA PAULA COUTO DA SILVA', 'ALBERTO HENRIQUE FRADE LAENDER']"
A PROPOSAL FOR APPLICATIONTOAPPLICATION NETWORK ADDRESSING IN CLEANSLATE ARCHITECTURES,2021,"['PEDRO FROSI ROSA', 'FLAVIO DE OLIVEIRA SILVA']"
A PROPOSAL FOR PERFORMANCEBASED ASSESSMENT OF THE LEARNING OF MACHINE LEARNING CONCEPTS AND PRACTICES IN K12,2022,"['CHRISTIANE ANNELIESE GRESSE VON WANGENHEIM', 'JEAN CARLO ROSSA HAUCK']"
A PROPOSAL FOR POSTPARTUM SUPPORT BASED ON NATURAL LANGUAGE GENERATION MODEL,2018,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA']"
A PROPOSAL OF A DYNAMIC ROUTING MULTICAST PROTOCOL FOR VISIBLE LIGHT COMMUNICATION NETWORKS,2021,"['MARCOS AUGUSTO MENEZES VIEIRA', 'LUIZ FILIPE MENEZES VIEIRA']"
A PROPOSAL OF AN INTELLIGENT FORECASTING SYSTEM FOR AUTOMOTIVE DIAGNOSTICS USING TIME SERIES ANALYSIS,2016,"['PAULO SALGADO GOMES DE MATTOS NETO', 'DANIEL CARVALHO DA CUNHA']"
A PROPOSAL OF DYNAMIC CONTENT SEARCH IN AUBIQUITOUS TOURIST GUID,2015,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA', 'SANDRO JOSE RIGO']"
A PROPOSAL OF KNOWLEDGE BASE FOR APPLICATIONS IN THE SCOPE OF HIVAIDS,2016,"['RODRIGO DA ROSA RIGHI', 'CRISTIANO ANDRE DA COSTA', 'SANDRO JOSE RIGO']"
A PROPOSAL OF MODEL OF EMOTIONAL REGULATION IN INTELLIGENT LEARNING ENVIRONMENTS,2021,"['SEIJI ISOTANI', 'PATRICIA AUGUSTIN JAQUES MAILLARD']"
A PROPOSAL TO MINIMIZE THE COST OF PROCESSING BIG GEOSPATIAL DATA IN PUBLIC CLOUD PROVIDERS,2021,"['MARISTELA TERTO DE HOLANDA', 'ALETEIA PATRICIA FAVACHO DE ARAUJO']"
A PROPOSED EARTHQUAKE WARNING SYSTEM BASED ON IONOSPHERIC ANOMALIES DERIVED FROM GNSS MEASUREMENTS AND ARTIFICIAL NEURAL NETWORKS,2019,"['LUIZ GONZAGA DA SILVEIRA JUNIOR', 'MAURICIO ROBERTO VERONEZ']"
A PROVENANCEBASED APPROACH TO SUPPORT COGNITIVE TRAINING OF THE ELDERLY USING SERIOUS GAMES,2018,"['DANIEL CARDOSO MORAES DE OLIVEIRA', 'DANIELA GORSKI TREVISAN']"
A PSEUDOPOLYNOMIAL ALGORITHM FOR THE TWODIMENSIONAL GUILLOTINE CUTTING STOCK,2018,"['UEVERTON DOS SANTOS SOUZA', 'PEDRO HENRIQUE GONZALEZ SILVA']"
A PSOINSPIRED ARCHITECTURE TO HYBRIDISE MULTIOBJECTIVE METAHEURISTICS,2020,"['ISLAME FELIPE DA COSTA FERNANDES', 'SILVIA MARIA DINIZ MONTEIRO MAIA', 'ELIZABETH FERREIRA GOUVEA', 'MARCO CESAR GOLDBARG']"
A PTAS FOR THE METRIC CASE OF THE MINIMUM SUMREQUIREMENT COMMUNICATION SPANNING TREE PROBLEM,2016,"['CARLOS EDUARDO FERREIRA', 'SANTIAGO VALDES RAVELO']"
A QOCAWARE DISCOVERY SERVICE FOR THE INTERNET OF THINGS,2016,"['EVERTON RANIELLY DE SOUSA CAVALCANTE', 'THAIS VASCONCELOS BATISTA', 'PAULO DE FIGUEIREDO PIRES', 'FLAVIA COIMBRA DELICATO']"
A QUANTITATIVE ANALYSIS OF THE IMPACT OF EXPLICIT INCORPORATION OF RECENCY SEASONALITY AND MODEL SPECIALIZATION INTO FINEGRAINED TOURISM DEMAND PREDICTION MODELS,2022,"['ANA PAULA COUTO DA SILVA', 'MARCOS ANDRE GONCALVES']"
A QUANTITATIVE ANALYSIS OF THE TEMPORAL EFFECTS ON AUTOMATIC TEXT CLASSIFICATION,2015,"['WAGNER MEIRA JUNIOR', 'JUSSARA MARQUES DE ALMEIDA', 'MARCOS ANDRE GONCALVES']"
A QUANTITATIVE STUDY OF TUNING ROS ADAPTIVE MONTE CARLO LOCALIZATION PARAMETERS AND THEIR EFFECT ON AN AGV LOCALIZATION,2019,"['ORIDES MORANDIN JUNIOR', 'KELEN CRISTIANE TEIXEIRA VIVALDINI']"
A QUANTITATIVE STUDY ON CHARACTERISTICS AND EFFECT OF BATCH REFACTORING ON CODE SMELLS,2019,"['MARCOS KALINOWSKI', 'ALESSANDRO FABRICIO GARCIA']"
A RANGE SPACE WITH CONSTANT VC DIMENSION FOR ALLPAIRS SHORTEST PATHS IN GRAPHS,2023,['ANDRE LUIS VIGNATTI']
A RANK SCHEDULING MECHANISM FOR FOG ENVIRONMENTS,2018,"['EDMUNDO ROBERTO MAURO MADEIRA', 'LUIZ FERNANDO BITTENCOURT']"
A RAPID REVIEW OF MACHINE LEARNING APPROACHES FOR TELEMEDICINE IN THE SCOPE OF COVID19,2022,"['RODRIGO DA ROSA RIGHI', 'SANDRO JOSE RIGO', 'RODOLFO STOFFEL ANTUNES', 'CRISTIANO ANDRE DA COSTA', 'GABRIEL DE OLIVEIRA RAMOS']"
A RATE CONTROL VIDEO DISSEMINATION SOLUTION FOR EXTREMELY DYNAMIC VEHICULAR AD HOC NETWORKS,2015,"['LEANDRO APARECIDO VILLAS', 'JOAO GUILHERME MAIA DE MENEZES', 'ANTONIO ALFREDO FERREIRA LOUREIRO']"
A REACTIVE GRASP METAHEURISTIC FOR THE CONTAINER RETRIEVAL PROBLEM TO REDUCE CRANE146S WORKING TIME,2019,"['RICARDO MARTINS DE ABREU SILVA', 'VALERIA CESARIO TIMES']"
A REACTIVE GRASP METAHEURISTIC FOR THE CONTAINER RETRIEVAL PROBLEM TO REDUCE CRANES WORKING TIME,2018,"['RICARDO MARTINS DE ABREU SILVA', 'VALERIA CESARIO TIMES']"
A REALTIME AND ENERGYAWARE FRAMEWORK FOR DATA STREAM PROCESSING IN THE INTERNET OF THINGS,2021,"['MARTA LIMA DE QUEIROS MATTOSO', 'FLAVIA COIMBRA DELICATO']"
A REALTIME ARCHITECTURE FOR REFERENCE FRAME COMPRESSION FOR HIGH DEFINITION VIDEO CODERS,2015,"['BRUNO ZATT', 'LUCIANO VOLCAN AGOSTINI']"
A REALTIME ATTACK DEFENSE FRAMEWORK FOR 5G NETWORK SLICING,2020,"['KELVIN LOPES DIAS', 'MICHEL SALES BONFIM']"
A REALTIME GAME STREAMING OPTIMIZATION TECHNIQUE BASED ON LAYER CACHING,2015,"['DEBORA CHRISTINA MUCHALUAT SAADE', 'ESTEBAN WALTER GONZALEZ CLUA']"
A RECOMMENDER SYSTEM BASED ON EFFORT TOWARDS MINIMISING NEGATIVE AFFECTS AND MAXIMISING ACHIEVEMENT IN CS1 LEARNING,2021,"['SEIJI ISOTANI', 'ELAINE HARADA TEIXEIRA DE OLIVEIRA']"
A RECONFIGURABLE HETEROGENEOUS MULTICORE WITH A HOMOGENEOUS ISA,2016,"['ANTONIO CARLOS SCHNEIDER BECK FILHO', 'LUIGI CARRO']"
A RED BLOOD CELL CYTOBILAYER INTERACTION MODEL,2020,"['GUSTAVO CARLOS BUSCAGLIA', 'ROBERTO FEDERICO AUSAS']"
A REDUCED COMPUTATIONAL EFFORT MODELEVEL SCHEME FOR 3DHEVC DEPTH MAPS INTRAFRAME PREDICTION,2018,"['CESAR AUGUSTO MISSIO MARCON', 'LUCIANO VOLCAN AGOSTINI']"
A REGRESSIONBASED APPROACH USING INTEGER LINEAR PROGRAMMING FOR SINGLEDOCUMENT SUMMARIZATION,2017,"['RAFAEL DUEIRE LINS', 'FREDERICO LUIZ GONCALVES DE FREITAS']"
A REINFORCEMENT LEARNING APPROACH FOR SINGLE REDUNDANT VIEW COTRAINING TEXT CLASSIFICATION,2022,"['ERICKSON RANGEL DO NASCIMENTO', 'MARCOS ANDRE GONCALVES']"
A REINFORCEMENT LEARNINGBASED APPROACH FOR AVAILABILITYAWARE SERVICE FUNCTION CHAIN PLACEMENT IN LARGESCALE NETWORKS,2022,"['DJAMEL FAWZI HADJ SADOK', 'JUDITH KELNER']"
A REINFORCEMENT LEARNINGBASED MULTIAGENT FRAMEWORK APPLIED FOR SOLVING ROUTING AND SCHEDULING PROBLEMS,2019,"['MARCONE JAMILSON FREITAS SOUZA', 'ANA LUCIA CETERTICH BAZZAN']"
A RELATIONAL APPROACH OF FUZZY GRAPH GRAMMARS,2017,"['SIMONE ANDRE DA COSTA CAVALHEIRO', 'RENATA HAX SANDER REISER', 'LUCIANA FOSS']"
A RELIABILITYORIENTED MACHINE LEARNING STRATEGY FOR HETEROGENEOUS MULTICORE APPLICATION MAPPING,2020,"['BRUNO ZATT', 'ANTONIO CARLOS SCHNEIDER BECK FILHO']"
A RESEARCH LANDSCAPE ON FORMAL VERIFICATION OF SOFTWARE ARCHITECTURE DESCRIPTIONS,2019,"['MARCEL VINICIUS MEDEIROS OLIVEIRA', 'EVERTON RANIELLY DE SOUSA CAVALCANTE', 'THAIS VASCONCELOS BATISTA']"
A RESOURCES SHARING ARCHITECTURE FOR HETEROGENEOUS WIRELESS CELLULAR NETWORKS,2016,"['SERGIO BAMPI', 'EDISON PIGNATON DE FREITAS', 'RAFAEL KUNST']"
A REUSABLE COMPONENTBASED MODEL FOR WSN STORAGE SIMULATION,2017,"['ALDRI LUIZ DOS SANTOS', 'CARMEM SATIE HARA']"
A REUSEBASED APPROACH TO PROMOTE THE ADOPTION OF VISUALIZATIONS FOR NETWORK MANAGEMENT TASKS,2017,"['CARLA MARIA DAL SASSO FREITAS', 'LISANDRO ZAMBENEDETTI GRANVILLE']"
A REVERSIBLE CIRCUIT SYNTHESIS ALGORITHM WITH PROGRESSIVE INCREASE OF CONTROLS IN GENERALIZED TOFFOLI GATES,2021,"['CELINA MIRAGLIA HERRERA DE FIGUEIREDO', 'FRANKLIN DE LIMA MARQUEZINO', 'LUIS ANTONIO BRASIL KOWADA']"
A REVIEW AND COMPARATIVE ANALYSIS OF COARSENING ALGORITHMS ON BIPARTITE NETWORKS,2021,"['ALAN DEMETRIUS BARIA VALEJO', 'MURILO COELHO NALDI', 'ZHAO LIANG']"
A REVIEW AND COMPARISON OF ONTOLOGYBASED APPROACHES TO ROBOT AUTONOMY,2019,"['MARCOS ENNES BARRETO', 'EDISON PIGNATON DE FREITAS']"
A REVIEW OF FLYING AD HOC NETWORKS KEY CHARACTERISTICS APPLICATIONS AND WIRELESS TECHNOLOGIES,2022,"['EDISON PIGNATON DE FREITAS', 'RAFAEL KUNST']"
A REVIEW OF SOCIAL NETWORK REGULATIONS AND MECHANISMS FOR SAFEGUARDING CHILDRENS PRIVACY,2024,"['ALTAIR OLIVO SANTIN', 'EDUARDO KUGLER VIEGAS']"
A REVIEW ON RECOGNIZING DEPRESSION IN SOCIAL NETWORKS CHALLENGES AND OPPORTUNITIES,2020,"['JO UEYAMA', 'AGMA JUCI MACHADO TRAINA']"
A RIVER FLOODING DETECTION SYSTEM BASED ON DEEP LEARNING AND COMPUTER VISION,2022,"['JO UEYAMA', 'LUIS GUSTAVO NONATO']"
A ROBUST INDOOR SCENE RECOGNITION METHOD BASED ON SPARSE REPRESENTATION,2017,"['ERICKSON RANGEL DO NASCIMENTO', 'ANISIO MENDES LACERDA']"
A ROBUST MODEL FOR THE IRREGULAR STRIP PACKING PROBLEM,2015,"['MARINA ANDRETTA', 'FRANKLINA MARIA BRAGION DE TOLEDO']"
A ROBUST REALTIME AUTOMATIC LICENSE PLATE RECOGNITION BASED ON THE DCNN YOLO DETECTOR,2018,"['WILLIAM ROBSON SCHWARTZ', 'LUIZ EDUARDO SOARES DE OLIVEIRA', 'DAVID MENOTTI GOMES']"
A ROBUST REALTIME AUTOMATIC LICENSE PLATE RECOGNITION BASED ON THE YOLO DETECTOR,2018,"['WILLIAM ROBSON SCHWARTZ', 'DAVID MENOTTI GOMES']"
A ROBUST REALTIME COMPONENT FOR PERSONAL PROTECTIVE EQUIPMENT DETECTION IN AN INDUSTRIAL SETTING,2021,"['MARCOS KALINOWSKI', 'HELIO CORTES VIEIRA LOPES']"
A ROBUST SCHEDULER FOR WORKFLOW ENSEMBLES UNDER UNCERTAINTIES OF AVAILABLE BANDWIDTH,2017,"['EDMUNDO ROBERTO MAURO MADEIRA', 'LUIZ FERNANDO BITTENCOURT']"
A ROBUST TRAFFIC INFORMATION MANAGEMENT SYSTEM AGAINST DATA POISONING IN VEHICULAR NETWORKS,2022,"['MICHELE NOGUEIRA LIMA', 'ALDRI LUIZ DOS SANTOS']"
